IMU initialize. Pass/Fail: 1
Calibrating gyroscope, hold IMU stationary.
---------------------------------------
Gyroscope bias values:
	 X: 89.543
	 Y: 39.081
	 Z: 48.007
---------------------------------------
ENC1 , ENC2 , ENC3 , SWITCH , PITCH , ROLL
0 , 0 , 0 , 2 , -71.7, -4.5
0 , 0 , 0 , 2 , -71.8, -4.51
0 , 0 , 0 , 2 , -71.8, -4.51
0 , 0 , 0 , 2 , -71.8, -4.51
0 , 0 , 0 , 2 , -71.9, -4.52
0 , 0 , 0 , 2 , -71.9, -4.5
0 , 0 , 0 , 2 , -71.9, -4.51
0 , 0 , 0 , 2 , -72, -4.52
0 , 0 , 0 , 2 , -72, -4.52
0 , 0 , 0 , 2 , -72, -4.53
0 , 0 , 0 , 2 , -72.1, -4.53
0 , 0 , 0 , 2 , -72.1, -4.55
0 , 0 , 0 , 2 , -72.1, -4.55
0 , 0 , 0 , 2 , -72.2, -4.55
0 , 0 , 0 , 2 , -72.2, -4.55
0 , 0 , 0 , 2 , -72.2, -4.55
0 , 0 , 0 , 2 , -72.2, -4.56
0 , 0 , 0 , 2 , -72.3, -4.56
0 , 0 , 0 , 2 , -72.3, -4.56
0 , 0 , 0 , 2 , -72.3, -4.57
0 , 0 , 0 , 2 , -72.4, -4.58
0 , 0 , 0 , 2 , -72.4, -4.57
0 , 0 , 0 , 2 , -72.4, -4.58
0 , 0 , 0 , 2 , -72.4, -4.6
0 , 0 , 0 , 2 , -72.4, -4.61
0 , 0 , 0 , 2 , -72.5, -4.62
0 , 0 , 0 , 2 , -72.5, -4.61
0 , 0 , 0 , 2 , -72.5, -4.6
0 , 0 , 0 , 2 , -72.5, -4.58
0 , 0 , 0 , 2 , -72.5, -4.59
0 , 0 , 0 , 2 , -72.6, -4.59
0 , 0 , 0 , 2 , -72.6, -4.61
0 , 0 , 0 , 2 , -72.6, -4.62
0 , 0 , 0 , 2 , -72.6, -4.62
0 , 0 , 0 , 2 , -72.6, -4.61
0 , 0 , 0 , 2 , -72.7, -4.63
0 , 0 , 0 , 2 , -72.7, -4.62
0 , 0 , 0 , 2 , -72.7, -4.63
0 , 0 , 0 , 2 , -72.7, -4.64
0 , 0 , 0 , 2 , -72.7, -4.63
0 , 0 , 0 , 2 , -72.8, -4.63
0 , 0 , 0 , 2 , -72.8, -4.63
0 , 0 , 0 , 2 , -72.8, -4.63
0 , 0 , 0 , 2 , -72.8, -4.63
0 , 0 , 0 , 2 , -72.8, -4.6
0 , 0 , 0 , 2 , -72.8, -4.62
0 , 0 , 0 , 2 , -72.8, -4.63
0 , 0 , 0 , 2 , -72.8, -4.64
0 , 0 , 0 , 2 , -72.9, -4.64
0 , 0 , 0 , 2 , -72.9, -4.65
0 , 0 , 0 , 2 , -72.9, -4.66
0 , 0 , 0 , 2 , -72.9, -4.67
0 , 0 , 0 , 2 , -72.9, -4.66
0 , 0 , 0 , 2 , -72.9, -4.64
0 , 0 , 0 , 2 , -72.9, -4.65
0 , 0 , 0 , 2 , -73, -4.64
0 , 0 , 0 , 2 , -73, -4.66
0 , 0 , 0 , 2 , -73, -4.68
0 , 0 , 0 , 2 , -73, -4.68
0 , 0 , 0 , 2 , -73, -4.68
0 , 0 , 0 , 2 , -73, -4.69
0 , 0 , 0 , 2 , -73, -4.68
0 , 0 , 0 , 2 , -73.1, -4.69
0 , 0 , 0 , 2 , -73.1, -4.69
0 , 0 , 0 , 2 , -73.1, -4.68
0 , 0 , 0 , 2 , -73.1, -4.69
0 , 0 , 0 , 2 , -73.1, -4.69
0 , 0 , 0 , 2 , -73.1, -4.69
0 , 0 , 0 , 2 , -73.1, -4.69
0 , 0 , 0 , 2 , -73.1, -4.68
0 , 0 , 0 , 2 , -73.1, -4.69
0 , 0 , 0 , 2 , -73.2, -4.68
0 , 0 , 0 , 2 , -73.2, -4.69
0 , 0 , 0 , 2 , -73.2, -4.7
0 , 0 , 0 , 2 , -73.2, -4.72
0 , 0 , 0 , 2 , -73.2, -4.72
0 , 0 , 0 , 2 , -73.2, -4.72
0 , 0 , 0 , 2 , -73.2, -4.73
0 , 0 , 0 , 2 , -73.2, -4.72
0 , 0 , 0 , 2 , -73.2, -4.73
0 , 0 , 0 , 2 , -73.2, -4.71
0 , 0 , 0 , 2 , -73.3, -4.72
0 , 0 , 0 , 2 , -73.3, -4.71
0 , 0 , 0 , 2 , -73.3, -4.71
0 , 0 , 0 , 2 , -73.3, -4.7
0 , 0 , 0 , 2 , -73.3, -4.7
0 , 0 , 0 , 2 , -73.3, -4.69
0 , 0 , 0 , 2 , -73.3, -4.69
0 , 0 , 0 , 2 , -73.3, -4.71
0 , 0 , 0 , 2 , -73.3, -4.7
0 , 0 , 0 , 2 , -73.3, -4.72
0 , 0 , 0 , 2 , -73.3, -4.71
0 , 0 , 0 , 2 , -73.3, -4.7
0 , 0 , 0 , 2 , -73.3, -4.7
0 , 0 , 0 , 2 , -73.3, -4.69
0 , 0 , 0 , 2 , -73.3, -4.68
0 , 0 , 0 , 2 , -73.3, -4.68
0 , 0 , 0 , 2 , -73.4, -4.68
0 , 0 , 0 , 2 , -73.4, -4.68
0 , 0 , 0 , 2 , -73.4, -4.67
0 , 0 , 0 , 2 , -73.4, -4.67
0 , 0 , 0 , 2 , -73.4, -4.67
0 , 0 , 0 , 2 , -73.4, -4.67
0 , 0 , 0 , 2 , -73.4, -4.66
0 , 0 , 0 , 2 , -73.4, -4.67
0 , 0 , 0 , 2 , -73.4, -4.65
0 , 0 , 0 , 2 , -73.4, -4.67
0 , 0 , 0 , 2 , -73.4, -4.67
0 , 0 , 0 , 2 , -73.4, -4.68
0 , 0 , 0 , 2 , -73.4, -4.69
0 , 0 , 0 , 2 , -73.4, -4.69
0 , 0 , 0 , 2 , -73.4, -4.68
0 , 0 , 0 , 2 , -73.4, -4.68
0 , 0 , 0 , 2 , -73.4, -4.71
0 , 0 , 0 , 2 , -73.4, -4.72
0 , 0 , 0 , 2 , -73.4, -4.71
0 , 0 , 0 , 2 , -73.4, -4.72
0 , 0 , 0 , 2 , -73.4, -4.72
0 , 0 , 0 , 2 , -73.4, -4.72
0 , 0 , 0 , 2 , -73.4, -4.72
0 , 0 , 0 , 2 , -73.4, -4.72
0 , 0 , 0 , 2 , -73.4, -4.73
0 , 0 , 0 , 2 , -73.5, -4.73
0 , 0 , 0 , 2 , -73.5, -4.73
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.76
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.76
0 , 0 , 0 , 2 , -73.5, -4.76
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.76
0 , 0 , 0 , 2 , -73.5, -4.77
0 , 0 , 0 , 2 , -73.5, -4.76
0 , 0 , 0 , 2 , -73.5, -4.76
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.73
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.76
0 , 0 , 0 , 2 , -73.5, -4.75
0 , 0 , 0 , 2 , -73.5, -4.73
0 , 0 , 0 , 2 , -73.5, -4.74
0 , 0 , 0 , 2 , -73.5, -4.73
0 , 0 , 0 , 2 , -73.5, -4.72
0 , 0 , 0 , 2 , -73.5, -4.72
0 , 0 , 0 , 2 , -73.5, -4.73
0 , 0 , 0 , 2 , -73.5, -4.72
0 , 0 , 0 , 2 , -73.6, -4.72
0 , 0 , 0 , 2 , -73.6, -4.73
0 , 0 , 0 , 2 , -73.6, -4.73
0 , 0 , 0 , 2 , -73.6, -4.73
0 , 0 , 0 , 2 , -73.6, -4.74
0 , 0 , 0 , 2 , -73.6, -4.75
0 , 0 , 0 , 2 , -73.6, -4.77
0 , 0 , 0 , 2 , -73.6, -4.75
0 , 0 , 0 , 2 , -73.6, -4.75
0 , 0 , 0 , 2 , -73.6, -4.76
0 , 0 , 0 , 2 , -73.6, -4.77
0 , 0 , 0 , 2 , -73.6, -4.79
0 , 0 , 0 , 2 , -73.6, -4.8
0 , 0 , 0 , 2 , -73.6, -4.79
0 , 0 , 0 , 2 , -73.6, -4.79
0 , 0 , 0 , 2 , -73.6, -4.79
0 , 0 , 0 , 2 , -73.6, -4.79
0 , 0 , 0 , 2 , -73.6, -4.8
0 , 0 , 0 , 2 , -73.6, -4.81
0 , 0 , 0 , 2 , -73.6, -4.81
0 , 0 , 0 , 2 , -73.6, -4.83
0 , 0 , 0 , 2 , -73.6, -4.84
0 , 0 , 0 , 2 , -73.6, -4.84
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.6, -4.83
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.6, -4.79
0 , 0 , 0 , 2 , -73.6, -4.79
0 , 0 , 0 , 2 , -73.6, -4.8
0 , 0 , 0 , 2 , -73.6, -4.8
0 , 0 , 0 , 2 , -73.6, -4.79
0 , 0 , 0 , 2 , -73.6, -4.8
0 , 0 , 0 , 2 , -73.6, -4.81
0 , 0 , 0 , 2 , -73.6, -4.81
0 , 0 , 0 , 2 , -73.6, -4.81
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.6, -4.81
0 , 0 , 0 , 2 , -73.6, -4.82
0 , 0 , 0 , 2 , -73.7, -4.81
0 , 0 , 0 , 2 , -73.6, -4.81
0 , 0 , 0 , 2 , -73.7, -4.81
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.81
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.79
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.81
0 , 0 , 0 , 2 , -73.7, -4.81
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.79
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.79
0 , 0 , 0 , 2 , -73.7, -4.79
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.79
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.81
0 , 0 , 0 , 2 , -73.7, -4.82
0 , 0 , 0 , 2 , -73.7, -4.81
0 , 0 , 0 , 2 , -73.7, -4.82
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.8
0 , 0 , 0 , 2 , -73.7, -4.79
0 , 0 , 0 , 2 , -73.7, -4.78
0 , 0 , 0 , 2 , -73.7, -4.77
0 , 0 , 0 , 2 , -73.7, -4.78
0 , 0 , 0 , 2 , -73.8, -4.78
0 , 0 , 0 , 2 , -73.7, -4.79
0 , 0 , 0 , 2 , -73.7, -4.79
0 , 0 , 0 , 2 , -73.7, -4.77
0 , 0 , 0 , 2 , -73.7, -4.75
0 , 0 , 0 , 2 , -73.7, -4.74
0 , 0 , 0 , 2 , -73.7, -4.74
0 , 0 , 0 , 2 , -73.7, -4.73
0 , 0 , 0 , 2 , -73.7, -4.71
0 , 0 , 0 , 2 , -73.7, -4.71
0 , 0 , 0 , 2 , -73.7, -4.71
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.71
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.71
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.73
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.71
0 , 0 , 0 , 2 , -73.7, -4.71
0 , 0 , 0 , 2 , -73.7, -4.71
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.73
0 , 0 , 0 , 2 , -73.7, -4.72
0 , 0 , 0 , 2 , -73.7, -4.73
0 , 0 , 0 , 2 , -73.7, -4.73
0 , 0 , 0 , 2 , -73.8, -4.74
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.78
0 , 0 , 0 , 2 , -73.8, -4.78
0 , 0 , 0 , 2 , -73.8, -4.78
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.78
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.78
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.75
0 , 0 , 0 , 2 , -73.8, -4.75
0 , 0 , 0 , 2 , -73.7, -4.75
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.75
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.74
0 , 0 , 0 , 2 , -73.8, -4.73
0 , 0 , 0 , 2 , -73.8, -4.73
0 , 0 , 0 , 2 , -73.8, -4.72
0 , 0 , 0 , 2 , -73.8, -4.74
0 , 0 , 0 , 2 , -73.8, -4.73
0 , 0 , 0 , 2 , -73.8, -4.72
0 , 0 , 0 , 2 , -73.8, -4.71
0 , 0 , 0 , 2 , -73.8, -4.73
0 , 0 , 0 , 2 , -73.8, -4.73
0 , 0 , 0 , 2 , -73.8, -4.76
0 , 0 , 0 , 2 , -73.8, -4.75
0 , 0 , 0 , 2 , -73.8, -4.74
0 , 0 , 0 , 2 , -73.8, -4.74
0 , 0 , 0 , 2 , -73.8, -4.73
0 , 0 , 0 , 2 , -73.8, -4.72
0 , 0 , 0 , 2 , -73.8, -4.71
0 , 0 , 0 , 2 , -73.8, -4.71
0 , 0 , 0 , 2 , -73.8, -4.71
0 , 0 , 0 , 2 , -73.8, -4.71
0 , 0 , 0 , 2 , -73.8, -4.72
0 , 0 , 0 , 2 , -73.8, -4.73
0 , 0 , 0 , 2 , -73.8, -4.75
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.78
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.77
0 , 0 , 0 , 2 , -73.8, -4.78
0 , 0 , 0 , 2 , -73.8, -4.79
0 , 0 , 0 , 2 , -73.8, -4.79
0 , 0 , 0 , 2 , -73.8, -4.8
0 , 0 , 0 , 2 , -73.8, -4.79
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.8
0 , 0 , 0 , 2 , -73.8, -4.82
0 , 0 , 0 , 2 , -73.8, -4.82
0 , 0 , 0 , 2 , -73.8, -4.82
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.82
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.83
0 , 0 , 0 , 2 , -73.8, -4.83
0 , 0 , 0 , 2 , -73.8, -4.82
0 , 0 , 0 , 2 , -73.8, -4.82
0 , 0 , 0 , 2 , -73.8, -4.82
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.81
0 , 0 , 0 , 2 , -73.8, -4.83
0 , 0 , 0 , 2 , -73.8, -4.83
0 , 0 , 0 , 2 , -73.8, -4.84
0 , 0 , 0 , 2 , -73.8, -4.84
0 , 0 , 0 , 2 , -73.8, -4.85
0 , 0 , 0 , 2 , -73.8, -4.85
0 , 0 , 0 , 2 , -73.8, -4.86
0 , 0 , 0 , 2 , -73.8, -4.86
0 , 0 , 0 , 2 , -73.8, -4.88
0 , 0 , 0 , 2 , -73.8, -4.88
0 , 0 , 0 , 2 , -73.8, -4.89
0 , 0 , 0 , 2 , -73.8, -4.88
